CKG_NM,CKG_MTRL_CN
새우리조또,[재료] 밥 1공기| 양파 1/2개| 새우 100g| 슬라이스 체다치즈 1/2장| 송송 썬 쪽파 2큰술 [양념] 시판 스파게티 소스 150ml| 생크림이나 우유 2큰술| 버터 2작은술
새우버거,[새우패티 재료] 새우살 300g| 양파 1/2개(70g)| 빵가루 2/3컵| 계란 1개| 밀가루 3Ts| 소금 1ts| 양상추 50g| 치커리 50g| 피클 1개(60g)| 방울토마토 5개(40g) [소스] 마요네즈 3Ts| 허니머스타드소스 2Ts| 홀그레인 씨겨자 1Ts
새우볶음밥,[재료] 새우 1줌| 밥 2공기| 양파 1/2개| 고추 2개| 파 약간 [양념] 다진마늘 약간| 굴소스 1큰술
새우볼,[재료] 쌀 1컵| 새우 12마리| 당근 20g| 포항초 30g| 물 600ml
새우샌드위치,[재료] 식빵 8장| 새우살 1+1/2컵| 계란 3개| 실파 4줄기| 양파 1/2개| 당근 조금| 청주 5숟갈 | 허브맛솔트 약간| 버터 약간| 카놀라유(식용유대체가능) 2숟갈| 방울토마토(토마토가능) 10개내외| 오이피클 적당양| 적채| 치즈 4장 [양념] 머스터드원액 1/2숟갈| 마요네즈 1+1/2숟갈| 꿀 1숟갈
새우샐러드,[재료] 새우(中) 10마리| 양상추 4장| 치커리 1/2줌| 붉은피망 1/2개| 샐러드 채소 적당량 [양념] 레몬즙 0.5큰술| 화이트와인 1큰술| 소금 약간 [이탈리안 드레싱] 올리브유 3큰술| 다진양파 1큰술| 다진피클 0.5큰술| 레몬즙 0.5큰술| 식초 1큰술| 설탕 1큰술| 바질 0.3큰술| 소금 약간| 후춧가루 약간
새우소금구이,[재료] 새우 [양념] 굵은소금
새우스파게티,[재료] 스파게티 1인분(80~100g)| 소금 약간| 올리브유 약간| 새우 1줌| 양파 1/2개| 마늘 3개| 양송이버섯 3개 [양념] 굴소스 1/2~1큰술| 소금 약간| 후추 약간
새우알리오올리오,[재료] 파스타 면 70g| 새우 6개| 방울토마토 5개| 양송이버섯 2개| 마늘| 페페론치노| 화이트 와인 [양념] 소금| 후추
새우야채죽,[재료] 칵테일새우 1줌| 밥 1공기| 물 밥의 1.5배정도| 양파 1/4개| 당근 1/4개 [양념] 소금 약간| 김가루| 참기름| 깨
새우완탕면,[재료] 에그 누들 2인분| 남은 새우 반죽 적당량| 만두피 또는 춘권피 적당량 [육수] 물 1300ml| 새우 머리 5마리| 새우 껍질 1/2줌| 당근 1/8개| 무 3cm 한조각| 디포리 1마리| 대파 흰 부분 1개| 고형 치킨스톡 1/2개| 국간장 1큰술| 액젓 1큰술
새우젓,[재료] 생새우 1kg| 천일염 1300g정도
새우젓애호박볶음,[재료] 애호박 1개| 새우젓 1+1/2큰술| 마늘 2쪽| 대파 1/2뿌리 [양념] 들기름 3큰술| 고춧가루 1큰술| 물 1큰술
새우주먹밥,[재료] 밥 1공기| 새우 8개| 오이 1개| 치자 단무지(물기가적은)| 명란젓(없어도 무방)| [새우 삶을 물]| 대파| 레몬즙 [양념] 참기름| [배합초]| 식초 2T| 설탕 1+1/2T| 소금 약간
새우토마토파스타,[재료] 방울토마토 400그램| 양파 1개| 다진마늘 1큰술| 식용유| 올리브오일 1큰술| 소금| 후추| 토마토케첩(또는 홀토마토캔) 2~3큰술| 우스타소스 1큰술| 맛술 1큰술| 왕 새우 10마리| 술 2큰술| 버터 1큰술| 스파게티면 1인분(80그램)| 굵은소금 1큰술
새우튀김,[재료] 블랙 타이거 새우(or흰다리새우) 30마리| 튀김가루 1컵| 빵가루 1컵| 계란 1개| 사브로소 포도씨유 1리터| 파슬리가루 약간| 생 파슬리 약간 [새우밑간] 레몬 1/2개| 흰후추가루 1작은술| 소금 1작은술 [디핑| 폰즈소스] 미쯔칸에비마요소스| 미쯔칸쿠로즈유자폰스소스
샌드,[재료] 멥쌀가루 5컵| 쑥 1/2컵| 물 1컵| 소금 조금 [양념] 멥쌀가루 2컵| 청콩가루 1컵| 쑥가루 1큰술| 소금 조금| 물 1/3컵| 팥앙금
샌드위치,[재료] 모닝빵| 감자 5개| 계란 2개| 오이 1개| 당근 1/2개| 방울토마토 10개(또는 토마토 1개)| 청상추| 샌드위치용햄 [양념] 마요네즈 5T| 소금 약간
샐러드,[재료] 명태살(다른 흰살생선도 가능) 150g| 양파 1/4개| 빨강파프리카(또는 홍고추) 1/3개| 청고추 1개| 계란흰자 1/2개| 전분(또는 밀가루) 2T| 다진파슬리 1/2T| 샐러드야채 [밑간] 후추 약간 | 소금 약간  [드레싱] 싸우전드드레싱
샐러드김밥,[재료] 감자 2개| 달걀 4개| 오이 2개| 양파 1개| 리쳄 1통| 파프리카 1/4개| 마른김| 쌀밥 [양념] 마요네즈
샐러드샌드위치,[재료] 방울토마토| 오렌지| 야채| 베이글| 베이컨 [드레싱] 오렌지즙 1/2개| 떠먹는 요구르트(100g) 1개| 식초| 레몬즙
샐러드스파게티,[재료] 스파게티 2인분| 가지 1/2개| 새송이버섯 1개| 방울토마토 15개| 마늘 8개| 페페론치노 6개| 모듬새싹 1컵| 치즈(파르미지아노레지아노or파마산치즈) 기호 [양념] 올리브오일 적당량| 소금 약간| 후추 약간| 바질| 오레가노
생강레몬청,[재료] 생강| 레몬| 설탕| 꿀
생강쿠키,[재료] 버터 75g| 박력분 125g| 생강즙 1작은술| 계피가루 1작은술 | 설탕 50g| 소금 0.2작은술| 노른자 1개| 통피칸 20개 | 계란흰자 약간| 흰설탕 약간
생딸기라떼,[재료] 딸기 11개| 우유 300g| 설탕 3큰술
생선까스,[재료] 생선살 4pcs| 빵가루| 밀가루| 전분가루| 양배추| 양파 | [계란물]| 계란3개| 다진파| 마늘| 소금 약간 [양념] 케찹 3큰술| 우스타소스 0.5큰술| 물엿 1.5~2큰술
생선버거,[재료] 햄버거빵| 숭어살| 사과| 방울토마토| 양상추| 밀가루| 계란| 빵가루 [양념] 타르타르소스
생선양념구이,[재료] 조기 1마리| 파 1토막| 마늘 1개 [양념] 고추장 2큰술| 설탕 1큰술| 참기름 약간| 깨소금 약간| 간장 약간
생선찌개,[재료] 생선 4토막| 육수 3컵| 무 1토막| 대파 1대| 청양초 2개| 멸치 액젓 1숟가락| 고춧가루 2숟가락| 두부 1/2모| 마늘 약간
생크림머핀,[재료] 박력분 90g| 생크림(가당) 110g| 설탕 65g| 우유 55g| 아몬드가루 30g| 베이킹파우더 3g| 초코칩 50g| 바닐라 익스트랙 조금 [양념] 청크초코 적당량| 아몬드슬라이스 적당량
생크림스콘,[재료] 박력분 200그램| 볶은 콩가루 50그램| 생크림 200그램| 설탕 30그램| 소금 2그램| 베이킹소다 2그램| 베이킹 파우더 2그램
생크림케이크,[제노와즈] 계란 4개| 설탕 110g| 박력분 110g| 버터 30g| 바닐라액 1ts| 오렌지술 1T| 생크림 1컵| 설탕 20g [장식] 벚꽃절임 적당량| 피스타치오 적당량| 컬러슈가 적당량 [오렌지시럽] 오렌지 1/2개| 설탕 1/2컵| 물 1컵| 오렌지술 1T
샤베트,[재료] 스위티 2개| 요구르트 얼린 것 250g [양념] 꿀 60g
샤벳,[재료] 검은콩 두유 760ml| 생크림 260ml [양념] 꿀 100ml
샤브샤브,[재료] 쇠고기(샤브샤브용) 200g| 느타리버섯| 팽이버섯| 배추| 두부| 당근| 청경채| 브로콜리| 칼국수면 1줌 [죽 재료] 밥 2/3공기| 달걀 1개| 다진당근| 양파| 실파 or 대파 적당량 [국물] 물 6컵| 국물용 멸치 1줌(30g)| 국물용 새우 1/2줌| 다시마 사방 10*10cm 짜리 2장| 참치액 1큰술| 청주 1큰술| 소금 적당량 [쇠고기양념] 다진 마늘 0.5큰술| 후춧가루 적당량 [폰즈소스] 간장 2큰술| 식초 1큰술| 레몬즙 1큰술| 맛술 1큰술| 육수 2큰술| 설탕 0.5큰술| 다진 양파 적당량 [참깨소스] 참깨 1큰술| 땅콩버터 0.5큰술| 육수 2큰술| 간장 1큰술| 식초 1큰술| 맛술 0.5큰술| 설탕 0.3큰술| 연겨자 0.3큰술
샤오마이,[재료] 돼지고기 200g| 새우 200g| 왕 만두피 12장| 작은 만두피 24장| 양파 중간 사이즈 1/2개| 다진 쪽파 2줌 [양념] 청주 2숟가락| 다진 마늘 0.5숟가락| 생강가루 0.2숟가락| 후춧가루 0.3숟가락| 굴 소스 0.5숟가락| 소금 적당량
설렁탕,[재료] 우족 2kg| 소고기양지머리 600g| 대파 적당량
설렁탕깍두기,[재료] 깍둑썬 무 4컵| 사이다 1/2컵| 대파 1/4뿌리 [양념] 고춧가루 3큰술| 까나리액젓 2큰술| 새우젓 0.5큰술| 다진 마늘 1큰술| 설탕 0.5큰술| 사이다 2큰술| 소금 약간
소갈비찜,[재료] 소갈비 1.2kg [갈비 삶는재료] 대파잎 1대| 통후추 1작은술| 통마늘 4쪽| 생강 1쪽| 물 잠길정도 [고명] 밤 10개| 무(7cm)1토막| 대추 8개| 당근 1/2개| 은행 15개| 잣 약간 [양념] 간장 5큰술| 설탕 1~2큰술| 청주 3큰술| 다진마늘 2큰술| 배즙 1/2개분| 양파즙 1/2개분| 후추 약간| 참기름 2큰술| 물엿 1큰술
소고기감자국,[재료] 소고기(양지머리) 200g| 감자 1개 [국물재료] 무 100g| 양파 1/2개| 물 4컵| 국간장 약간 [고기양념] 간장 1큰술| 다진마늘 1큰술| 다진파(흰부분) 1큰술| 참기름 1/2큰술| 후추 약간
소고기감자볶음,[재료] 소고기(불고기용) 300g| 감자 2개| 양파 1/2개| 양송이 버섯 3개| 팽이버섯 적당량| 불린당면 1줌| 풋고추 1개 [소고기 밑간] 청주 1큰술| 후추 약간| 다진마늘 약간 [양념] 물 2컵| 간장 3큰술| 고춧가루 2큰술| 물엿 1/2~1큰술| 다진마늘 1큰술| 소금 약간| 깨 약간| 후추 약간
소고기고추장볶음,[재료] 소고기 300g| 고추장 듬뿍 10스픈| 깨소금 1스픈| 꿀 5스픈| 다진 마늘 0.5스픈| 물 1/2컵 [소고기 밑간] 간장 3큰술| 설탕 1큰술| 후춧가루 약간| 생강가루 약간| 맛술 2큰술| 다진 마늘 0.5큰술
소고기국,[재료] 소고기(국거리) 200g| 무 250g| 콩나물 100g| 물 3~4컵| 대파 1대 [양념] 고춧가루 1큰술| 소금 약간| 참기름 약간| 다진 마늘 2작은술| 국간장 2작은술
소고기김치찌개,[재료] 소고기 1근| 김치 1/2포기| 다시마 3조각| 북어 1/2마리 [양념] 국간장 2t| 굵은소금 1t| 다진마늘 1t| 미원 조금| 후추 조금| 고춧가루 2t| 들기름 4t
소고기동그랑땡,[재료] 소고기 다짐육 500g| 대파 1/3대| 참기름 약간| 체다치즈 1장 [양념] 참기름 약간| 소금 약간| 후추 약간| 다진마늘 1큰술
소고기떡만두국,[재료] 계란| 소고기국거리용| 떡국| 만두| 대파| 김 [양념] 참기름 1T| 국간장 1T| 소금 1t| 다진마늘 1T
소고기무나물,[재료] 무 1/5개| 파란잎대파 약간| 실고추 약간| 다진소고기 250g| 간마늘 1큰술| 소금 1작은술| 참기름 약간
소고기미역국,[재료] 소고기(양지머리) 300g| 불린 미역 3줌| 물 2500cc [양념] 국간장 1/4컵| 소금간(입맛에 맞게) 약간
소고기버섯죽,[재료] 소고기 갈은것| 표고버섯| 양파| 애호박| 당근| 쌀 [양념] 참기름| 소금| 통깨| 김가루
소고기버터구이,[재료] 소고기 200g| 양파 1/2개| 당근 1조각| 마늘 3개| 달걀 2개 [양념] 소금 적당량| 후추 적당량| 버터 1조각| 다진마늘 1T
소고기볶음밥,[재료] 소고기 200g| 양파 1/4개| 새송이버섯 1개| 당근 1/5개| 호박 1/5개| 밥 2컵분량의 쌀 [양념] 굴소스 1TS| 시판 소갈비양념 2TS| 간장 1ts| 후추 조금| 소금 조금| 미림 1TS| 참기름 1TS
소고기샐러드,[재료] 소고기구이용 300g(채끝살)| 돌나물 적당량| 마늘 5~6개| 찹쌀가루 1/2컵| 기름 1큰술 [양념] 소금| 후추 약간씩| 청주 1큰술 [오리엔탈드레싱] 간장| 올리브유| 레몬즙 2큰술씩| 식초| 참기름 1큰술씩| 설탕 1/2큰술| 깨소금 1작은술| 다진마늘 1작은술
소고기샤브샤브,[재료] 샤브샤브용소고기 (채끝살 or등심) 300g| 청경채 3포기| 모둠버섯(새송이.표고.팽이.양송이.느타리) 1팩| 두부 1/3모| 모둠어묵 1줌| 쑥갓 1줌| 배추 어린잎 2줄기| 무 100g| 강고모리 자루우동 건면 100g [샤브샤브 국물내기 재료] 다시팩(다시마&새우&멸치) 1팩| 무 1/4개| 양파 1/2개| 양조간장 1큰술| 소금 1+1/2작은술| 찬물 1.5L [소스] 미즈칸 고마샤브소스| 미즈칸 폰샤브소스
소고기숙주볶음,[재료] 소고기| 숙주| 대파 [밑간] 미림 1스푼| 후추 약간| 마늘 1/2스푼 [양념] 굴소스 2스푼
소고기시금치된장국,[재료] 국거리소고기| 된장| 시금치| 다진마늘 1스푼| 대파
소고기야채볶음,[재료] 소고기(불고기용) 100g| 양파 1/2개| 당근 1/3개| 고추 2개| 통깨 약간 [소고기 밑간] 진간장 1/2큰술| 다진마늘 1/2큰술| 후춧가루 약간 [양념] 참기름 1큰술| 맛술 1큰술| 굴소스 1큰술
소고기얼갈이국,[재료] 얼갈이배추 1/2봉지| 소고기국거리 1팩| 대파 1뿌리| 청양고추 2개 [양념] 쌀뜨물| 된장 2큰술| 다진마늘 1.5큰술| 국간장 조금 [양념] 쌀뜨물| 된장 2큰술| 다진마늘 1.5큰술| 국간장 조금
소고기육회,[재료] 한우 설도보섭살 300그램| 통마늘 5~6쪽| 다진마늘 1큰술| 배 중간것 1개 [양념] 다진파 1큰술| 통깨 1큰술| 간장 1큰술| 소금 1작은술| 후춧가루 1작은술| 잣가루 1큰술| 매실청 1작은술| 참기름 1+1/2큰술| 올리고당 1/2큰술| 달걀노른자 1개| 통잣 약간
소고기장조림,[재료] 소고기| 꽈리고추| 마늘| 삶은계란 [양념] 진간장| 국간장| 설탕 1스푼| 맛술 1스푼| 후춧가루 약간
소고기주먹밥,[재료] 소고기(불고기감) 4~5장| 밥 2공기| 김 2장| 깨소금 1큰술| 식용유 조금| 슬라이스치즈 1장 [양념] 간장 1+1/2큰술| 미림(요리술) 2큰술| 청주 1큰술| 설탕 1큰술| 참기름 1큰술| 후추 조금| 생강즙 1/2작은술
소고기찹스테이크,[재료] 소고기 스테이크용 300g| 올리브유오일 약간| 빨간파프리카 2/3개| 피망 2/3개| 버섯 1줌| 양파 1/2개| 버터 1큰술 [양념] 소금 약간 | 후추 약간  [소스] 스테이크소스(또는 돈까스소스) 4큰술| 케찹 1큰술| 요리당 0.5큰술| 굴소스 0.5큰술| 머스터드 1큰술| 후춧가루 약간
소고기찹쌀구이,[재료] 소고기 양지구이용 300g| 찹쌀가루 1컵| 비트 1/3개| 방울토마토 1컵| 깻잎 5장| 샐러드용 모듬채소 1팩| 미니 파프리카 2개| 구이용 식용유 적당히 [마늘칩 재료] 사브로소 포도씨유 1/2컵| 통마늘 20톨 [고기밑간] 소금 2작은술| 후춧가루 2작은술 [드레싱] 미쯔칸쿠로즈다마네기드레싱
소고기탕국,[재료] 깍둑썰기한 소고기 2줌| 깍둑썰기한 무 3줌| 물 5컵 [양념] 소금(천일염) 1스푼
소고기탕수육,[재료] 육우우둔살 400g| 빵가루 2큰술| 양파 1/4개| 다진파 1큰술| 다진마늘 1/2큰술| 달걀 1개| 청주 1작은술| 소금 약간| 후추 약간| 녹말가루 적당량 [탕수육소스] 양파 1/4개| 자색양배추 1잎| 당근 1/6개| 꽈리고추 3개| 물 1컵| 간장 1+1/2큰술| 식초 2큰술| 설탕 3큰술| 녹말물 1~2큰술
소꼬리탕,[재료] 소꼬리 1벌 [양념] 썬 쪽파 적당히| 가는소금 적당히
소떡강정,[필수재료] 떡국떡 1줌| 소시지 15개 [양념재료] 고추장 1숟가락| 간장 1숟가락| 올리고당 2숟가락| 케찹 1숟가락| 맛술 1숟가락| 다진마늘 1/4숟가락| 물 2숟가락 [선택재료] 다진 땅콩 1숟가락
소라초무침,[재료] 제주산소라 1kg| 배추속여린잎 5장| 미나리 10줄기| 당근 조금| 양파 1/3개| 오이 1/2개 [양념] 고추장 1큰술| 고추가루 2큰술| 설탕 1작은술| 올리고당 1큰술| 진간장 1큰술| 양파즙 2큰술| 사이다 1/3컵| 다진실파 2큰술| 다진마늘 1작은술| 생강가루 조금| 후추 조금| 2배사과식초 2큰술| 통깨 약간| 참기름 약간
소르베,[재료] 냉동 딸기 5~6개| 플레인요거트 200g| 우유 200ml| 레몬즙 4큰술| 설탕 1+1/2큰술
소세지김밥,[재료] 밥| 김| 소세지 [양념] 참기름 약간| 깨소금 약간
소세지볶음,[재료] 시골돼지소세지 4개| 양파 1/2개| 청피망 1/2개| 빨강 파프리카 1/2개| 노랑 파프리카 1/2개| 식용유 약간| 소금 약간 [볶음양념] 굴소스 1큰술| 간장 1큰술| 우스터소스 1큰술| 황설탕 1작은술| 마늘(다지기) 2알
소세지빵,[재료] 소세지 10개| 강력분 270g| 설탕 40g| 이스트 7g| 버터 35g| 소금 1/2ts| 계란 1개 우유 80g [양념] 캔 옥수수 3TS| 양파 1/2개| 청피망 1/2개| 홍피망 1/2개| 마요네즈 적당량 | 케첩 적당량 | 머스타드소스 적당량
소세지샌드위치,[재료] 햄버거빵 3개(170g)| 쏘세지 3개(195g)| 방울토마토 50g| 양상추 30g| 치커리 5g| 양파 30g| 오이22g| 오이피클 35g| 씨겨자 10g| 마요네즈 15g
소세지야채볶음,[재료] 비엔나 소시지 20개| 양파 큰 것 1/2개| 피망 1/2개| 당근 1/4개| 대파 약간 [양념] 다진 마늘 0.5큰술| 고추장 0.5큰술| 케첩 5큰술| 간장 1큰술| 설탕 0.5큰술| 물엿 3큰술| 후춧가루 약간| 통깨 0.5큰술
소세지전,[재료] 소세지 1개| 쿠키틀(혹은 소스뚜껑) 1개| 계란 1개
소세지파스타,[재료] 판자니 스파게티 200g| 사브로소 올리브유 2큰술| 청피망 1/2개| 홍피망 1/2개| 양파 작은것 1/2개| 소세지 3~4개| 찬물 또는 육수 1/2컵 [양념] 통마늘 2~3알| 흑후추 1/2 작은술| 페페로치노 2~3개| 엔쵸비 1~2마리| 판자니 올리브바실리코 토마토소스 300g
소시지핫도그,[재료] 소제 소시지 큰거 3개| 계란 2알| 물 2큰술| 튀김가루 2컵| 우유나 생크림 2큰술| 빵가루 2컵| 튀김기름 넉넉히 [양념] 소금 약간| 설탕 1작은술
쇠고기무국,[재료] 쇠고기 국거리 200g| 무우 200g| 잔 파 1대| 물 5컵 [본 양념] 국간장 1TS| 소금 약간| 참기름 1ts [쇠고기국꺼리밑간] 마늘 2알(다지기)| 참기름 1ts| 후춧가루 조금
쇠고기미역국,[재료] 불린 미역 2줌| 쇠고기 1/2줌(100g)| 조랭이떡 1줌| 물 4~5컵 [양념] 참기름 1큰술| 국간장 1큰술| 다진마늘 0.5큰술| 소금| 후춧가루
쇠고기미역죽,[재료] 쌀 100g| 다진소고기 80g| 미역 3g [양념] 소금| 후추| 간장| 참기름| 다진마늘
쇠고기장조림,[재료] 쇠고기 다진 것 600g [고기 밑간재료] 다진마늘 1큰술| 청주 2큰술| 생강즙 적당량| 후춧가루 적당량 [조림 양념] 파 흰 부분 2대| 간장 8큰술| 맛술 4큰술| 물 3컵| 물엿 1큰술
쇠비름효소,[재료] 쇠비름 5kg [양념] 황설탕 5~6kg
쇼콜라케이크,[재료] 초콜렛 100g| 버터 60g| 박력분 20g| 코코아파우더 40g| 노른자 60g| 설탕 40g| 생크림 50g| 오렌지술 2T| 오렌지제스트 2ts| 다크초코렛 150g| 건조딸기 조금| 피스타치오 조금 [머랭] 흰자 120g| 설탕 50g
수박빙수,[재료] 얼린 수박 적당량| 콘플레이크 적당량 [양념] 연유| 빙수팥
수박식빵,[재료] 강력분 160g| 우유 104g| 이스트 4g| 소금 3g| 설탕 15g| 버터 16g| 초코칩 10g| 색소(빨/초/검)
